,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,MARST,BIRTHYR,DIVINYR,WIDINYR,RACE,RACED,BPL,BPLD,HCOVPRIV,HINSCAID,HINSCARE,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,WKSWORK2,UHRSWORK,INCTOT,INCWAGE
1858987,2021,202101,819075,2021000795833,89.0,2021008190751,150234,1,1,89.0,2,59,1,1962,1,1,1,100,6,600,2,1,1,6,65,1,10,2,6,26,26000,26000
257420,2021,202101,119053,2021000312780,182.0,2021001190531,950106,1,2,175.0,2,45,1,1976,1,1,1,100,413,41300,1,1,1,8,81,1,10,2,6,30,42000,30000
3161042,2021,202101,1399325,2021001268587,45.0,2021013993251,1010053,1,1,45.0,2,29,2,1992,1,1,1,100,6,600,2,1,1,7,71,1,10,2,6,40,33000,33000
2309274,2021,202101,1023220,2021000902257,121.0,2021010232201,90339,1,2,141.0,1,42,1,1979,1,1,6,610,521,52100,2,1,1,11,114,1,10,2,6,40,170000,170000
1516125,2021,202101,667021,2021000404969,189.0,2021006670211,320526,1,2,223.0,2,46,1,1975,1,1,1,100,26,2600,2,1,1,6,63,1,10,2,6,38,38000,38000
853892,2021,202101,367329,2021001374061,346.0,2021003673291,950512,1,2,286.0,1,30,6,1991,0,0,1,100,12,1200,1,1,1,8,81,1,10,2,6,45,50000,50000
2940455,2021,202101,1304716,2021001286786,87.0,2021013047161,130048,1,7,46.0,2,32,2,1989,1,1,8,826,48,4800,1,1,1,10,101,3,30,1,0,0,0,0
114816,2021,202101,52306,2021001131986,361.0,2021000523061,10004,1,1,361.0,1,70,1,1951,1,1,2,200,48,4800,2,1,2,8,81,3,30,1,1,4,14000,1400
110912,2021,202101,50682,2021001052256,359.0,2021000506821,10704,1,1,360.0,1,53,4,1968,1,1,1,100,6,600,2,1,1,6,65,1,10,2,6,45,107000,107000
2696203,2021,202101,1200003,2021001305887,64.0,2021012000031,180047,1,1,63.0,2,64,5,1957,1,1,1,100,47,4700,2,2,2,6,65,3,30,1,0,0,14500,0
2870360,2021,202101,1277098,2021000889321,34.0,2021012770981,150248,1,1,34.0,1,70,1,1951,1,1,1,100,26,2600,2,1,2,7,71,1,10,2,6,40,48400,11900
1778174,2021,202101,784061,2021000763516,60.0,2021007840611,40732,1,1,60.0,2,54,4,1967,1,1,1,100,27,2700,2,1,2,11,114,1,10,2,3,13,25600,7600
3047455,2021,202101,1350653,2021000676022,136.0,2021013506531,5109651,1,2,158.0,2,26,6,1995,0,0,1,100,51,5100,2,1,1,10,101,1,10,2,6,40,65000,65000
2441461,2021,202101,1085924,2021000043198,45.0,2021010859241,160042,1,1,45.0,2,50,2,1971,1,1,1,100,42,4200,2,1,1,10,101,1,10,2,4,40,60000,60000
1485362,2021,202101,651384,2021010009029,102.0,2021006513841,170326,3,1,102.0,1,38,4,1983,1,1,1,100,26,2600,1,2,1,6,65,3,30,1,0,0,2500,0
356144,2021,202101,155707,2021000692253,91.0,2021001557071,731506,1,2,79.0,2,29,1,1992,1,1,6,620,502,50200,2,1,1,11,114,1,10,2,3,35,31300,0
325664,2021,202101,144400,2021000576088,162.0,2021001444001,710206,1,2,202.0,2,41,1,1980,1,1,6,660,511,51100,1,2,1,6,63,2,20,2,0,0,0,0
2472035,2021,202101,1099002,2021000394441,67.0,2021010990021,320242,1,1,67.0,2,69,4,1952,1,1,1,100,42,4200,2,1,2,11,114,3,30,1,0,0,141220,0
183818,2021,202101,91616,2021000029385,108.0,2021000916161,850606,1,2,158.0,2,7,6,2014,0,0,2,200,6,600,1,2,1,1,12,0,0,0,0,0,9999999,999999
2602969,2021,202101,1157673,2021000843666,36.0,2021011576731,40045,1,1,36.0,2,71,1,1950,1,1,1,100,45,4500,2,1,2,6,63,3,30,1,0,0,12200,0
676294,2021,202101,289925,2021000079892,52.0,2021002899251,910012,1,3,59.0,1,17,6,2004,0,0,1,100,12,1200,2,1,1,5,50,3,30,1,1,20,3000,3000
2157811,2021,202101,953548,2021000481646,485.0,2021009535481,180337,1,2,761.0,2,51,1,1970,1,1,2,200,37,3700,2,1,1,6,63,1,10,2,6,40,13600,13600
963670,2021,202101,416350,2021000621806,64.0,2021004163501,30815,1,2,104.0,1,32,1,1989,1,1,2,200,6,600,2,1,1,8,81,1,14,2,2,40,37300,37300
1032533,2021,202101,447602,2021000438967,51.0,2021004476021,353217,1,2,49.0,1,53,1,1968,1,1,6,674,515,51500,2,1,1,11,114,1,10,2,6,40,170000,170000
3080826,2021,202101,1364611,2021001248601,47.0,2021013646111,5930751,1,3,63.0,1,17,6,2004,0,0,8,818,51,5100,2,1,1,5,50,1,10,2,2,12,3000,3000
450070,2021,202101,190377,2021001051248,188.0,2021001903771,371206,1,3,189.0,2,27,6,1994,0,0,8,826,6,600,1,2,1,6,65,1,10,2,6,40,33000,33000
1956820,2021,202101,866559,2021000203347,36.0,2021008665591,331136,1,3,44.0,2,31,6,1990,0,0,1,100,465,46547,2,1,1,10,101,1,10,2,6,40,120000,120000
1585872,2021,202101,698001,2021010119368,15.0,2021006980011,200027,3,1,15.0,2,94,5,1927,1,1,1,100,27,2700,1,2,2,6,63,3,30,1,0,0,13600,0
1283842,2021,202101,559546,2021001158126,105.0,2021005595461,170421,1,2,104.0,1,72,1,1949,1,1,1,100,26,2600,2,1,2,10,101,1,10,2,3,15,57700,4400
1191672,2021,202101,517852,2021000257601,43.0,2021005178521,60019,1,1,44.0,2,69,1,1952,1,1,1,100,46,4600,1,2,2,6,65,3,30,1,0,0,20610,0
867175,2021,202101,376605,2021000022813,25.0,2021003766051,30013,1,2,32.0,2,71,1,1950,1,1,2,200,13,1300,2,1,2,7,71,3,30,1,0,0,12200,0
216958,2021,202101,103956,2021000156559,90.0,2021001039561,370506,1,1,89.0,2,80,5,1941,1,1,7,700,6,600,2,1,2,6,64,3,30,1,0,0,10800,0
3000685,2021,202101,1328216,2021000788377,174.0,2021013282161,20050,1,3,140.0,2,17,6,2004,0,0,1,100,33,3300,2,1,1,4,40,3,30,1,0,0,0,0
2108015,2021,202101,928845,2021001340635,93.0,2021009288451,210036,1,1,93.0,2,45,1,1976,1,1,1,100,50,5000,2,1,1,10,101,1,10,2,6,40,50000,50000
1700135,2021,202101,749692,2021000660340,52.0,2021007496921,100429,1,2,70.0,1,69,1,1952,1,1,1,100,20,2000,2,1,1,10,101,1,10,2,6,40,117000,117000
62847,2021,202101,30916,2021000065781,62.0,2021000309161,10104,1,3,53.0,2,17,6,2004,0,0,1,100,31,3100,1,2,1,4,40,1,10,2,4,12,5000,5000
3002917,2021,202101,1329201,2021001309825,103.0,2021013292011,10050,1,1,103.0,1,76,5,1945,1,1,1,100,50,5000,1,2,2,6,63,3,30,1,0,0,19000,0
1774535,2021,202101,782506,2021000575180,95.0,2021007825061,20032,1,4,138.0,1,6,6,2015,0,0,8,802,32,3200,2,1,1,1,11,0,0,0,0,0,9999999,999999
515595,2021,202101,214711,2021001301391,67.0,2021002147111,590106,1,1,67.0,1,64,4,1957,1,1,7,700,32,3200,1,1,1,6,63,3,30,1,1,30,40000,40000
1779901,2021,202101,784739,2021000840309,65.0,2021007847391,20032,1,1,65.0,1,60,4,1961,1,1,1,100,32,3200,2,1,1,10,101,1,10,2,6,40,58000,58000
1889752,2021,202101,831218,2021001276825,82.0,2021008312181,60134,1,1,81.0,1,34,1,1987,1,1,6,610,502,50200,2,1,1,11,114,1,10,2,6,60,300000,300000
2271890,2021,202101,1006955,2021000443245,133.0,2021010069551,280039,1,7,70.0,1,5,6,2016,0,0,1,100,39,3900,2,1,1,0,2,0,0,0,0,0,9999999,999999
1505487,2021,202101,662433,2021000243930,110.0,2021006624331,321026,1,1,110.0,1,62,4,1959,1,1,1,100,26,2600,2,1,1,8,81,1,10,2,6,37,13000,13000
137035,2021,202101,62311,2021000338227,33.0,2021000623111,90005,1,2,46.0,1,36,6,1985,0,0,2,200,5,500,1,2,2,6,63,3,30,1,0,0,9960,0
959946,2021,202101,415001,2021000248955,87.0,2021004150011,30515,1,2,96.0,2,77,1,1944,1,1,8,813,515,51500,1,1,2,7,71,3,30,1,0,0,22700,0
992233,2021,202101,429314,2021010087883,7.0,2021004293141,90017,4,1,7.0,1,22,6,1999,0,0,2,200,600,60031,2,1,1,10,101,3,30,1,0,0,0,0
2774343,2021,202101,1239099,2021000340647,64.0,2021012390991,450148,1,1,65.0,1,29,1,1992,1,1,7,700,300,30065,2,1,1,7,71,1,10,2,6,40,24000,24000
1447373,2021,202101,635481,2021000629482,132.0,2021006354811,10025,1,1,132.0,1,46,1,1975,1,1,1,100,25,2500,2,1,1,8,81,1,10,2,6,45,115000,115000
917990,2021,202101,397537,2021000814224,109.0,2021003975371,290013,1,6,231.0,1,42,1,1979,1,1,1,100,18,1800,2,1,1,6,63,1,12,2,1,20,3000,3000
1746709,2021,202101,770553,2021000278627,66.0,2021007705531,70231,1,1,67.0,1,69,1,1952,1,1,1,100,31,3100,2,1,2,6,63,3,30,1,0,0,69020,0
2745760,2021,202101,1227761,2021000176833,257.0,2021012277611,390048,1,2,190.0,2,66,1,1955,1,1,1,100,20,2000,2,1,2,7,71,1,10,2,6,45,145100,127000
1368469,2021,202101,600060,2021000384609,36.0,2021006000601,50724,1,2,36.0,2,48,1,1973,1,1,1,100,24,2400,2,1,1,11,114,1,10,2,6,40,96000,96000
2253669,2021,202101,999040,2021000218548,64.0,2021009990401,210039,1,1,64.0,2,49,6,1972,0,0,1,100,39,3900,1,2,1,6,63,3,30,1,4,25,400,0
535872,2021,202101,222134,2021001379239,50.0,2021002221341,371406,1,2,65.0,1,31,6,1990,0,0,8,826,6,600,2,2,2,7,71,3,30,1,0,0,8600,0
3010855,2021,202101,1335305,2021000045017,138.0,2021013353051,1070151,1,2,100.0,1,77,1,1944,1,1,6,610,6,600,1,1,1,6,63,3,30,1,0,0,0,0
901952,2021,202101,390943,2021000565741,55.0,2021003909431,400113,1,1,55.0,1,60,1,1961,1,1,6,669,521,52140,2,1,1,8,81,1,10,2,6,60,46000,36000
2570940,2021,202101,1142179,2021001361887,35.0,2021011421791,10144,1,2,35.0,2,52,1,1969,1,1,1,100,44,4400,2,1,1,10,101,1,10,2,6,40,528000,528000
171097,2021,202101,83689,2021010113518,82.0,2021000836891,375506,3,1,82.0,1,19,6,2002,0,0,7,700,6,600,1,1,1,6,65,3,30,1,1,30,1400,1400
937671,2021,202101,405533,2021001116848,78.0,2021004055331,320013,1,3,96.0,1,40,4,1981,1,1,1,100,48,4800,1,1,1,10,101,3,30,1,0,0,5300,0
743658,2021,202101,319219,2021000567385,58.0,2021003192191,1030212,1,2,66.0,1,79,1,1942,1,1,1,100,21,2100,1,1,2,6,65,3,30,1,0,0,36500,0
498303,2021,202101,208260,2021001234910,283.0,2021002082601,590406,1,1,283.0,2,31,1,1990,1,1,6,671,520,52000,2,1,1,10,101,1,10,2,6,24,75000,75000
829634,2021,202101,356601,2021001193063,171.0,2021003566011,190012,1,1,171.0,2,72,1,1949,1,1,1,100,34,3400,2,1,2,10,101,3,30,1,0,0,11400,0
1176060,2021,202101,510038,2021001239427,80.0,2021005100381,100118,1,4,91.0,1,8,6,2013,0,0,1,100,55,5500,1,2,1,1,16,0,0,0,0,0,9999999,999999
956575,2021,202101,413341,2021010002911,54.0,2021004133411,30215,4,1,54.0,1,20,6,2001,0,0,1,100,18,1800,2,1,1,7,71,1,14,2,6,55,19200,19200
2992363,2021,202101,1324664,2021001228405,54.0,2021013246641,3500949,1,1,54.0,1,65,3,1956,1,1,1,100,36,3600,2,1,2,6,63,3,30,1,1,40,50000,50000
2989554,2021,202101,1323690,2021001105493,87.0,2021013236901,5700149,1,4,80.0,2,13,6,2008,0,0,1,100,49,4900,2,1,1,2,25,0,0,0,0,0,9999999,999999
1046532,2021,202101,453496,2021000601402,7.0,2021004534961,70017,1,4,12.0,2,6,6,2015,0,0,1,100,17,1700,2,1,1,1,11,0,0,0,0,0,9999999,999999
2319308,2021,202101,1027637,2021001027014,106.0,2021010276371,540339,1,1,106.0,1,70,1,1951,1,1,1,100,36,3600,1,1,2,11,114,3,30,1,0,0,60000,0
3033867,2021,202101,1344924,2021000436857,53.0,2021013449241,410351,1,1,53.0,1,78,1,1943,1,1,1,100,51,5100,1,1,2,10,101,3,30,1,0,0,124000,0
1991226,2021,202101,880782,2021000461483,22.0,2021008807821,260036,1,4,19.0,1,6,6,2015,0,0,1,100,36,3600,1,2,1,1,14,0,0,0,0,0,9999999,999999
517385,2021,202101,215396,2021001308982,19.0,2021002153961,730706,1,1,18.0,1,39,1,1982,1,1,1,100,6,600,2,1,1,8,81,1,10,2,6,56,84000,84000
283209,2021,202101,128682,2021000411853,79.0,2021001286821,410206,1,1,79.0,2,56,4,1965,1,1,1,100,55,5500,1,2,1,10,101,1,10,2,2,30,13200,7200
158591,2021,202101,71495,2021001390388,175.0,2021000714951,40005,1,3,187.0,1,21,6,2000,0,0,1,100,5,500,2,1,1,6,63,2,20,2,4,40,25200,25200
1098778,2021,202101,475416,2021001209448,294.0,2021004754161,341017,1,1,294.0,2,82,5,1939,1,1,1,100,17,1700,2,2,2,7,71,3,30,1,0,0,24000,0
846643,2021,202101,364078,2021001320141,128.0,2021003640781,862012,1,1,128.0,2,33,1,1988,1,1,1,100,12,1200,2,1,1,8,81,1,10,2,6,55,52000,52000
1478929,2021,202101,648563,2021001288374,134.0,2021006485631,30025,1,3,135.0,1,19,6,2002,0,0,8,856,300,30050,1,2,1,6,63,1,10,2,6,24,9600,9600
3221233,2021,202101,1427191,2021000788759,104.0,2021014271911,10055,1,2,98.0,2,38,1,1983,1,1,1,100,39,3900,1,2,1,8,81,1,10,2,6,40,90000,90000
2259813,2021,202101,1001709,2021000294673,190.0,2021010017091,430039,1,4,158.0,2,2,6,2019,0,0,1,100,39,3900,2,1,1,0,1,0,0,0,0,0,9999999,999999
278608,2021,202101,126961,2021000393570,106.0,2021001269611,710506,1,2,93.0,1,36,1,1985,1,1,1,100,434,43400,2,1,1,11,114,1,10,2,4,40,112000,112000
2544170,2021,202101,1130138,2021001230035,172.0,2021011301381,320342,1,1,172.0,2,37,4,1984,1,1,4,400,500,50000,2,2,1,2,26,1,10,2,6,30,49900,27500
1293700,2021,202101,564998,2021010146894,3.0,2021005649981,180022,4,1,3.0,2,19,6,2002,0,0,1,100,12,1200,2,1,1,7,71,1,10,2,2,20,1200,1200
1189551,2021,202101,516914,2021000158990,69.0,2021005169141,10019,1,4,61.0,2,9,6,2012,0,0,1,100,19,1900,2,1,1,1,15,0,0,0,0,0,9999999,999999
1031198,2021,202101,447046,2021000423905,103.0,2021004470461,320517,1,2,103.0,2,61,1,1960,1,1,1,100,17,1700,2,1,1,11,114,1,10,2,6,50,120000,120000
475866,2021,202101,199952,2021001150122,30.0,2021001999521,591706,1,8,31.0,2,12,6,2009,0,0,8,826,6,600,1,2,1,2,25,0,0,0,0,0,9999999,999999
1487755,2021,202101,653777,2021010100344,66.0,2021006537771,180126,4,1,66.0,2,18,6,2003,0,0,1,100,26,2600,2,1,1,6,65,3,30,1,1,40,8400,8400
280722,2021,202101,127747,2021000401752,128.0,2021001277471,373106,1,2,155.0,1,36,6,1985,0,0,1,100,465,46547,2,1,1,10,101,1,10,2,6,8,8000,8000
188066,2021,202101,93179,2021000045832,57.0,2021000931791,830306,1,4,49.0,2,89,5,1932,1,1,1,100,36,3600,2,1,2,10,101,3,30,1,0,0,71000,0
2008429,2021,202101,887855,2021000592845,74.0,2021008878551,110136,1,1,74.0,2,68,6,1953,0,0,2,200,36,3600,1,1,2,6,63,3,30,1,0,0,9000,0
150456,2021,202101,68008,2021000985534,300.0,2021000680081,10005,1,2,224.0,1,52,4,1969,1,1,1,100,6,600,1,2,1,6,65,1,10,2,6,40,15000,0
3199222,2021,202101,1417798,2021000251911,164.0,2021014177981,4100455,1,2,186.0,1,41,6,1980,0,0,8,826,110,11000,1,2,1,6,63,3,30,1,0,0,8400,0
2323682,2021,202101,1029567,2021001084200,7.0,2021010295671,411039,1,1,8.0,2,38,1,1983,1,1,8,802,32,3200,1,1,1,7,71,3,30,1,0,0,0,0
2421748,2021,202101,1073429,2021001125702,296.0,2021010734291,132341,1,1,296.0,2,47,6,1974,0,0,1,100,41,4100,2,1,1,10,101,1,10,2,6,40,120000,120000
153930,2021,202101,69487,2021001163027,110.0,2021000694871,30005,1,2,82.0,2,49,1,1972,1,1,1,100,5,500,2,1,1,8,81,1,10,2,6,40,19000,19000
844324,2021,202101,363048,2021001302830,58.0,2021003630481,111112,1,4,56.0,2,13,6,2008,0,0,6,620,502,50200,2,1,1,2,25,0,0,0,0,0,9999999,999999
2070041,2021,202101,913310,2021001056373,23.0,2021009133101,90536,1,1,24.0,2,39,6,1982,0,0,3,399,260,26030,1,1,1,11,114,1,10,2,6,40,125000,0
1532842,2021,202101,674236,2021000650859,22.0,2021006742361,110026,1,4,20.0,2,4,6,2017,0,0,1,100,26,2600,1,1,1,1,11,0,0,0,0,0,9999999,999999
2901975,2021,202101,1289515,2021001068444,112.0,2021012895151,640048,1,4,154.0,1,5,6,2016,0,0,8,826,48,4800,1,2,1,0,2,0,0,0,0,0,9999999,999999
1095407,2021,202101,473997,2021001169919,90.0,2021004739971,342017,1,2,150.0,2,25,1,1996,1,1,6,610,524,52400,2,1,1,10,101,1,10,2,2,25,10000,10000
1926505,2021,202101,852030,2021010113273,66.0,2021008520301,40236,4,1,66.0,1,20,6,2001,0,0,2,200,36,3600,2,1,1,7,71,3,30,1,2,35,9000,9000
2858446,2021,202101,1272375,2021000822073,203.0,2021012723751,270048,1,1,203.0,2,54,3,1967,1,1,1,100,35,3500,2,1,1,10,101,1,10,2,6,40,52000,52000
2668219,2021,202101,1187983,2021000711971,156.0,2021011879831,310047,1,2,136.0,2,29,6,1992,0,0,2,200,47,4700,2,1,1,7,71,1,10,2,6,40,25500,25500
1840164,2021,202101,811672,2021000496901,136.0,2021008116721,90234,1,3,134.0,1,9,6,2012,0,0,6,610,521,52100,2,2,1,1,16,0,0,0,0,0,9999999,999999
506725,2021,202101,211392,2021001267584,55.0,2021002113921,1110206,1,2,53.0,1,74,1,1947,1,1,1,100,17,1700,1,1,2,10,101,3,30,1,1,4,25800,0
1034454,2021,202101,448409,2021000461733,42.0,2021004484091,350417,1,1,41.0,2,36,2,1985,1,1,8,826,19,1900,2,1,1,10,101,1,10,2,6,32,52000,52000
59404,2021,202101,29348,2021010150163,3.0,2021000293481,30004,3,1,3.0,1,23,6,1998,0,0,1,100,6,600,1,2,1,6,63,3,30,1,0,0,1000,0
1182228,2021,202101,512642,2021001374509,39.0,2021005126421,350018,1,3,48.0,2,26,6,1995,0,0,1,100,21,2100,1,2,1,6,63,3,30,1,0,0,0,0
2184033,2021,202101,964972,2021000859756,64.0,2021009649721,120337,1,2,63.0,2,83,1,1938,1,1,1,100,39,3900,2,1,2,6,63,3,30,1,0,0,8400,0
2342369,2021,202101,1037661,2021001321478,65.0,2021010376611,90339,1,1,66.0,1,49,1,1972,1,1,8,826,39,3900,2,1,1,11,114,1,10,2,6,45,165000,150000
2900362,2021,202101,1288877,2021001058638,80.0,2021012888771,190348,1,1,81.0,2,32,1,1989,1,1,6,669,521,52140,1,1,1,8,81,3,30,1,0,0,2100,0
1747280,2021,202101,770784,2021000317865,13.0,2021007707841,20031,1,1,12.0,2,69,5,1952,1,1,1,100,31,3100,1,1,2,10,101,1,10,2,6,31,40060,22000
133555,2021,202101,60835,2021000158773,66.0,2021000608351,200005,1,1,66.0,1,49,1,1972,1,1,1,100,5,500,1,2,1,6,64,1,10,2,6,60,27000,27000
1871259,2021,202101,823918,2021000990370,252.0,2021008239181,190434,1,5,278.0,2,4,6,2017,0,0,8,826,34,3400,2,1,1,0,2,0,0,0,0,0,9999999,999999
1182007,2021,202101,512555,2021001370210,46.0,2021005125551,40218,1,1,46.0,2,85,1,1936,1,1,1,100,18,1800,2,1,2,11,114,3,30,1,0,0,37320,0
2332268,2021,202101,1033275,2021001190728,68.0,2021010332751,180239,1,2,76.0,1,51,1,1970,1,1,1,100,39,3900,2,1,1,7,71,1,10,2,6,80,75000,75000
2943183,2021,202101,1305819,2021001302592,117.0,2021013058191,231048,1,2,135.0,2,35,1,1986,1,1,1,100,200,20000,1,1,1,2,25,3,30,1,0,0,0,0
1744980,2021,202101,769822,2021000146242,12.0,2021007698221,30031,1,1,12.0,2,68,4,1953,1,1,1,100,6,600,2,1,2,6,65,3,30,1,0,0,14030,0
2562740,2021,202101,1138575,2021000226203,92.0,2021011385751,10144,1,1,92.0,2,60,2,1961,1,1,1,100,25,2500,2,1,1,7,71,1,10,2,6,40,75000,75000
2582819,2021,202101,1148918,2021000256635,93.0,2021011489181,130045,1,2,64.0,1,25,1,1996,1,1,1,100,45,4500,2,1,1,8,81,1,10,2,6,40,71000,70000
2964208,2021,202101,1314873,2021010134163,23.0,2021013148731,2100149,3,1,23.0,2,92,5,1929,1,1,1,100,13,1300,2,1,2,6,63,3,30,1,0,0,8200,0
2365861,2021,202101,1048802,2021000549072,163.0,2021010488021,10040,1,3,168.0,1,6,6,2015,0,0,1,100,5,500,2,1,1,1,12,0,0,0,0,0,9999999,999999
1977239,2021,202101,875005,2021000356076,53.0,2021008750051,320336,1,1,52.0,1,70,6,1951,0,0,1,100,36,3600,1,1,2,10,101,3,30,1,0,0,15000,0
2111937,2021,202101,930419,2021001368940,35.0,2021009304191,410836,1,4,45.0,2,28,1,1993,1,1,6,663,517,51700,2,1,1,11,114,1,10,2,6,42,23000,15000
2441235,2021,202101,1085825,2021000040954,228.0,2021010858251,320942,1,5,254.0,2,4,6,2017,0,0,8,815,42,4200,2,1,1,1,11,0,0,0,0,0,9999999,999999
1871783,2021,202101,824119,2021000998358,18.0,2021008241191,120234,1,2,18.0,2,69,4,1952,1,1,1,100,42,4200,2,1,2,6,63,3,30,1,0,0,40000,0
768878,2021,202101,330112,2021000751169,68.0,2021003301121,1010412,1,3,125.0,1,40,6,1981,0,0,1,100,12,1200,1,1,2,6,64,3,30,1,0,0,2400,0
2503255,2021,202101,1112477,2021000756854,95.0,2021011124771,270342,1,3,75.0,2,2,6,2019,0,0,1,100,42,4200,2,1,1,0,1,0,0,0,0,0,9999999,999999
3225987,2021,202101,1429271,2021000900823,123.0,2021014292711,20055,1,3,175.0,1,12,6,2009,0,0,6,661,55,5500,2,1,1,2,22,0,0,0,0,0,9999999,999999
2060621,2021,202101,909407,2021000985590,111.0,2021009094071,240236,1,3,20.0,2,57,6,1964,0,0,1,100,36,3600,1,2,1,2,26,3,30,1,0,0,0,0
1914270,2021,202101,841918,2021001138491,25.0,2021008419181,50035,1,3,31.0,2,8,6,2013,0,0,3,320,35,3500,2,1,1,1,15,0,0,0,0,0,9999999,999999
194933,2021,202101,95743,2021000072478,293.0,2021000957431,370806,1,1,293.0,1,51,1,1970,1,1,1,100,6,600,1,2,1,1,17,1,10,2,6,40,100000,0
2017806,2021,202101,891688,2021000661182,126.0,2021008916881,320336,1,4,123.0,2,8,6,2013,0,0,7,700,36,3600,2,1,1,1,16,0,0,0,0,0,9999999,999999
390418,2021,202101,168331,2021000821846,97.0,2021001683311,376006,1,4,114.0,2,6,6,2015,0,0,1,100,6,600,2,1,1,1,12,0,0,0,0,0,9999999,999999
1799479,2021,202101,793340,2021000782436,57.0,2021007933401,100033,1,2,63.0,1,72,4,1949,1,1,1,100,25,2500,1,1,2,10,101,1,10,2,6,24,156500,96000
1280072,2021,202101,557991,2021001041516,107.0,2021005579911,130021,1,3,268.0,2,24,6,1997,0,0,1,100,21,2100,2,1,1,10,101,1,10,2,6,40,38000,38000
1589464,2021,202101,699803,2021000075523,25.0,2021006998031,170027,1,3,23.0,1,13,6,2008,0,0,1,100,27,2700,2,1,1,2,25,0,0,0,0,0,9999999,999999
74759,2021,202101,35819,2021000311112,333.0,2021000358191,12504,1,3,223.0,2,7,6,2014,0,0,8,802,4,400,2,1,1,1,14,0,0,0,0,0,9999999,999999
2652203,2021,202101,1181093,2021000367577,67.0,2021011810931,320147,1,1,68.0,2,78,4,1943,1,1,2,200,47,4700,2,2,2,6,65,3,30,1,0,0,16200,0
1874636,2021,202101,825251,2021001041787,200.0,2021008252511,210334,1,2,155.0,1,18,6,2003,0,0,1,100,34,3400,2,1,1,5,50,3,30,1,0,0,0,0
716615,2021,202101,307401,2021000373670,98.0,2021003074011,990312,1,2,95.0,2,84,1,1937,1,1,1,100,433,43300,1,1,2,1,16,3,30,1,0,0,4000,0
1093326,2021,202101,473128,2021001145610,67.0,2021004731281,352117,1,5,74.0,2,17,6,2004,0,0,8,826,17,1700,2,1,1,3,30,1,10,2,1,10,3000,3000
1700050,2021,202101,749654,2021000657752,53.0,2021007496541,260229,1,3,45.0,1,8,6,2013,0,0,8,802,29,2900,2,1,1,1,15,0,0,0,0,0,9999999,999999
567885,2021,202101,236464,2021000518753,69.0,2021002364641,81808,1,1,70.0,2,48,6,1973,0,0,8,801,1,100,2,1,1,11,114,1,10,2,6,40,31000,31000
2426663,2021,202101,1075500,2021001286356,77.0,2021010755001,130241,1,3,91.0,1,43,6,1978,0,0,1,100,41,4100,2,1,1,6,63,1,10,2,6,13,58000,58000
386561,2021,202101,166898,2021000806634,84.0,2021001668981,950106,1,1,84.0,1,72,6,1949,0,0,1,100,6,600,2,1,2,11,115,3,30,1,0,0,49600,0
1890566,2021,202101,831542,2021001290377,91.0,2021008315421,80034,1,3,87.0,1,14,6,2007,0,0,1,100,34,3400,2,1,1,3,30,0,0,0,0,0,9999999,999999
2275912,2021,202101,1008737,2021000492912,149.0,2021010087371,470039,1,1,149.0,1,53,1,1968,1,1,1,100,39,3900,2,1,1,11,114,1,10,2,6,50,518000,469000
1245023,2021,202101,541773,2021001381833,92.0,2021005417731,20020,1,3,86.0,2,14,6,2007,0,0,1,100,20,2000,1,2,1,2,26,0,0,0,0,0,9999999,999999
1522193,2021,202101,669612,2021000493921,194.0,2021006696121,321326,1,5,233.0,1,2,6,2019,0,0,2,200,26,2600,1,2,1,0,1,0,0,0,0,0,9999999,999999
1066847,2021,202101,462023,2021000838821,26.0,2021004620231,220017,1,1,26.0,1,70,1,1951,1,1,1,100,29,2900,1,1,2,6,63,3,30,1,1,10,69900,2400
305963,2021,202101,137129,2021000499522,53.0,2021001371291,730906,1,1,52.0,1,79,1,1942,1,1,1,100,6,600,1,1,2,10,101,3,30,1,0,0,69200,0
1665362,2021,202101,732922,2021001200887,20.0,2021007329221,80028,1,2,64.0,1,55,5,1966,1,2,1,100,28,2800,2,1,1,8,81,1,10,2,1,65,30000,30000
2936821,2021,202101,1303311,2021001267383,105.0,2021013033111,530748,1,2,151.0,1,34,1,1987,1,1,8,826,200,20000,2,1,1,10,101,1,10,2,4,45,57400,46600
2281219,2021,202101,1011024,2021000556247,63.0,2021010110241,60039,1,1,63.0,2,74,5,1947,1,1,1,100,39,3900,2,1,2,10,101,3,30,1,0,0,6000,0
3251952,2021,202101,1440577,2021001253325,118.0,2021014405771,20056,1,2,123.0,1,36,1,1985,1,1,1,100,31,3100,2,1,1,6,63,1,10,2,6,50,105000,105000
1386484,2021,202101,607383,2021000802980,77.0,2021006073831,150024,1,3,58.0,2,10,6,2011,0,0,1,100,24,2400,2,2,1,1,16,0,0,0,0,0,9999999,999999
2742233,2021,202101,1226396,2021000157837,140.0,2021012263961,461448,1,2,119.0,2,28,6,1993,0,0,7,700,210,21030,1,2,1,0,2,3,30,1,0,0,0,0
430127,2021,202101,183037,2021000974827,255.0,2021001830371,1010006,1,2,286.0,1,36,6,1985,0,0,7,700,200,20000,1,1,1,0,2,3,30,1,2,45,14000,14000
